type,x,y,z
point,-4.28506,-0.259159,1.32203
point,-5.76703,-0.554834,1.71116
point,-5.45749,-0.49247,1.61678
point,-5.31788,-0.523714,1.10077
point,-5.14771,-0.590619,0.470333
point,-5.14358,-0.5538,0.498748
point,-4.91466,-0.501816,0.476899
point,-5.40782,-0.49624,1.13635
point,-4.67586,-0.431097,0.417138
point,-4.51957,-0.39608,0.404049
point,-4.86941,-0.469704,0.439652
point,-5.63741,-0.45885,1.15626
point,-5.32413,-0.39983,1.09041
point,-5.31249,-0.391757,1.07893
point,-5.31728,-0.391238,1.0871
point,-5.64011,-0.448452,1.15023
point,-5.31049,-0.38268,1.08381
point,-5.94588,-0.40742,1.71078
point,-5.27844,-0.291592,1.50863
point,-4.97635,-0.256135,1.0701
point,-5.88232,-0.34211,1.66854
point,-5.87847,-0.331965,1.67305
point,-3.92946,-0.326315,-0.736074
point,-5.79067,-0.24279,1.61023
point,-5.42108,-0.189559,1.50399
point,-3.45119,-0.261267,-1.09309
point,-5.44672,-0.185928,1.07505
point,-5.71917,-0.220392,1.13245
point,-5.11157,-0.187332,0.549738
point,-5.4332,-0.233639,0.599604
point,-5.06833,-0.176763,0.547116
point,-3.3683,-0.103776,-0.741456
point,-5.62618,-0.0564723,1.50268
point,-5.63015,-0.0554868,1.5112
point,-5.8875,-0.0893069,1.53776
point,-4.39093,-0.220018,-0.601077
point,-3.81923,-0.130701,-0.704895
point,-4.91339,-0.0636808,0.494812
point,-4.6908,-0.034029,0.472415
point,-5.36384,-0.00291267,1.08923
point,-5.52291,0.0330534,1.39945
point,-5.51691,0.0409112,1.39591
point,-5.79359,0.0120267,1.47975
point,-5.78222,0.0193001,1.46708
point,-4.36242,-0.197403,-0.841333
point,-4.70326,-0.2487,-0.975022
point,-4.45636,-0.20231,-0.926935
point,-5.72206,0.083845,1.42749
point,-5.72611,0.0849375,1.43604
point,-5.18577,-0.0306084,0.338851
point,-5.19098,-0.0298952,0.346146
point,-5.78204,0.121398,1.58271
point,-5.78576,0.122555,1.59132
point,-5.62716,-0.0783608,0.371905
point,-5.63278,-0.0775741,0.379844
point,-6.65518,0.0234813,1.67694
point,-6.02955,0.0752472,1.51353
point,-5.77496,0.129492,1.57861
point,-5.77866,0.130653,1.58721
point,-5.65525,0.163442,1.39028
point,-5.67546,0.179263,1.44531
point,-5.26348,0.207763,1.3362
point,-5.25743,0.214987,1.33274
point,-5.21526,0.325903,1.37016
point,-5.78748,0.303505,1.52752
point,-6.00022,0.286288,1.43877
point,-5.53686,0.307927,1.32345
point,-5.54043,0.309121,1.33153
point,-5.69947,0.304259,1.36435
point,-5.87599,0.290878,1.19146
point,-5.12351,0.366169,1.24474
point,-5.53144,0.353089,1.36268
point,-6.1611,0.450217,1.61847
point,-5.65256,0.459215,1.47974
point,-5.21994,0.466861,1.36168
point,-5.46014,0.561336,1.47208
point,-5.07629,0.5609,1.36418
point,-16.7249,0.590914,4.60575
point,-5.33076,0.394525,0.353633
point,-6.15061,0.373174,0.412222
point,-5.48042,0.393545,0.364465
point,-5.33235,0.402573,0.359216
point,-6.15011,0.382581,0.41852
point,-6.2575,0.510587,0.728832
point,-5.71967,0.562778,0.883319
point,-5.10486,0.564824,0.782225
point,-5.71344,0.569943,0.880533
point,-6.09175,0.517309,0.434534
point,-5.82113,0.694376,1.28059
point,-5.33548,0.682209,1.16912
point,-5.40773,0.718265,1.37106
point,-5.52465,0.574686,0.565786
point,-5.77518,0.534522,0.226162
point,-5.77953,0.535896,0.233882
point,-5.773,0.541818,0.224518
point,-5.77732,0.543196,0.23223
point,-6.04441,0.577214,0.409452
point,-6.0483,0.578679,0.417596
point,-5.78102,0.773857,1.28084
point,-5.78344,0.775303,1.28874
point,-5.29491,0.755837,1.17505
point,-5.28464,0.760673,1.16421
point,-5.62245,0.724346,0.910163
point,-5.62532,0.725756,0.917837
point,-5.32655,0.621122,0.311303
point,-5.61608,0.731083,0.907331
point,-5.61893,0.732494,0.91499
point,-5.29928,0.621077,0.273876
point,-5.3754,0.92018,1.65974
point,-3.28349,0.384452,-1.1767
point,-5.62978,0.907612,1.26004
point,-5.63183,0.909041,1.26762
point,-5.76536,0.782261,0.311848
point,-5.8691,0.78443,0.326793
point,-5.85984,0.78991,0.317091
point,-4.85393,0.803181,0.547767
point,-6.70851,0.883151,0.58761
point,-6.64554,0.88401,0.58058
point,-5.37747,0.864489,0.716956
point,-5.72462,0.92044,0.256074
point,-4.2925,-1.28837,1.76466
point,-4.45392,-1.36584,1.84081
point,-4.19109,-1.23823,1.7185
point,-4.45872,-1.36127,1.84116
point,-4.179,-1.24896,1.25817
point,-4.18294,-1.24443,1.25794
point,-3.99789,-1.15624,0.890857
point,-0.820125,0.250758,-0.294311
point,-4.50805,-1.23588,1.45772
point,-1.28348,-0.0119111,-0.502186
point,-4.54555,-1.24061,1.33603
point,-4.66885,-1.09818,1.95694
point,-4.92405,-1.1923,2.06808
point,-3.44769,-0.956125,-0.325439
point,-3.70012,-1.06561,-0.374292
point,-3.99977,-1.20822,-0.40047
point,-4.05093,-1.15595,-0.235847
point,-4.05578,-1.15697,-0.230339
point,-4.06062,-1.158,-0.224817
point,-3.73471,-1.00507,-0.217872
point,-4.0587,-1.15213,-0.231512
point,-4.45311,-1.04546,1.13387
point,-1.09285,0.193895,-0.211226
point,-4.44823,-1.08702,0.469395
point,-4.45272,-1.08753,0.476147
point,-4.59597,-1.01406,1.09384
point,-0.908974,0.264538,-0.310335
point,-0.915608,0.281137,-0.228839
point,-1.01488,0.243975,-0.243816
point,-0.978449,0.260211,-0.233475
point,-4.69505,-0.95723,1.15192
point,-4.7245,-1.04802,0.462496
point,-4.7387,-1.03223,0.459846
point,-4.43955,-0.86951,0.43126
point,-1.12891,0.229776,-0.369509
point,-2.66513,-0.25889,-0.6007
point,-4.69755,-0.670598,0.488527
point,-5.0711,-0.775148,0.536472
point,-5.59696,-0.760254,1.46084
point,-4.37673,-0.681035,-0.105883
point,-5.1697,-0.644984,1.3425
point,-4.60382,-0.630739,0.510499
point,-5.02569,-0.625118,1.0717
point,-3.48073,-0.251819,0.573662
point,-5.32543,-0.723803,0.946561
point,-4.8991,-0.607824,0.858718
point,-5.33193,-0.71791,0.946129
point,-5.3744,-0.57568,1.5675
point,-4.14177,-0.52587,-0.114081
point,-5.09963,-0.478624,1.52601
point,-5.5226,-0.570417,1.66645
point,-5.56293,-0.521638,1.64152
point,-5.49198,-0.501663,1.62541
point,-5.96151,-0.597957,1.77874
point,-5.57592,-0.515121,1.65113
point,-5.1621,-0.494365,1.05783
point,-4.88152,-0.501475,0.4646
point,-4.88667,-0.501381,0.471784
point,-4.93247,-0.404682,1.02491
point,-5.06349,-0.516126,0.457224
point,-5.6153,-0.396618,1.62382
point,-5.28345,-0.393542,1.0702
point,-5.1805,-0.368692,1.05356
point,-5.29599,-0.387282,1.07836
point,-5.50195,-0.335868,1.57086
point,-5.27257,-0.243842,1.47638
point,-5.70585,-0.314348,1.61113
point,-5.27943,-0.237786,1.47665
point,-5.7138,-0.307848,1.61157
point,-5.7196,-0.30732,1.62092
point,-3.46651,-0.21934,-0.65015
point,-3.90434,-0.326206,-0.736335
point,-2.76035,-0.0864104,-0.878126
point,-5.78023,-0.249258,1.60618
point,-5.78622,-0.248677,1.61563
point,-5.78835,-0.242613,1.60662
point,-5.87443,-0.248586,1.16894
point,-5.8852,-0.167824,1.62118
point,-5.04413,-0.177412,0.536947
point,-5.49426,-0.248002,0.59489
point,-5.8174,-0.0795951,1.56518
point,-5.48779,-0.0388065,1.45832
point,-5.96526,-0.0931236,1.60685
point,-5.7499,-0.0417989,1.17352
point,-5.74912,0.0802893,1.43642
point,-5.75457,0.0812214,1.44542
point,-4.89483,0.00239302,0.313675
point,-4.89974,0.00301169,0.320552
point,-5.96558,0.0660304,1.50144
point,-5.15259,-0.0262687,0.332621
point,-5.64741,0.141557,1.53899
point,-6.10678,0.10486,1.67751
point,-5.89636,0.164253,1.51633
point,-6.10642,0.151282,1.5653
point,-5.5066,0.122268,0.569957
point,-5.37484,0.0371658,-0.118488
point,-5.69009,0.313106,1.50703
point,-6.11946,0.29267,1.63324
point,-6.22492,0.277482,1.4961
point,-6.03554,0.292488,1.45424
point,-6.23908,0.279806,1.51601
point,-5.68129,0.348651,1.40318
point,-6.34611,0.44939,1.67247
point,-5.89869,0.461195,1.55807
point,-6.3572,0.457352,1.6735
point,-6.87375,0.447692,1.82303
point,-6.07344,0.564007,1.65401
point,-6.07996,0.565431,1.66372
point,-4.51982,0.563355,1.12493
point,-4.79479,0.562767,1.20312
point,-4.54812,0.571275,1.17635
point,-2.81398,0.575657,0.686906
point,-5.75864,0.389192,0.38012
point,-5.76564,0.390342,0.388219
point,-5.33622,0.411467,0.349884
point,-5.77499,0.397505,0.387377
point,-6.10567,0.571068,0.948908
point,-5.30767,0.525673,0.36696
point,-5.69584,0.522084,0.401976
point,-5.97239,0.522959,0.423638
point,-4.75754,0.535996,0.174835
point,-5.01572,0.534,0.190448
point,-5.02045,0.535144,0.197195
point,-5.71918,0.582175,0.588061
point,-6.19667,0.582992,0.647015
point,-6.08916,0.710004,1.35154
point,-6.28811,0.754192,1.61675
point,-4.99515,0.536835,0.18553
point,-5.02505,0.54031,0.189592
point,-6.04447,0.582801,0.408491
point,-6.03312,0.792758,1.34154
point,-6.49497,0.810419,1.45617
point,-6.50183,0.812188,1.46615
point,-6.05025,0.802388,1.35149
point,-6.19183,0.748371,1.01395
point,-6.19911,0.750028,1.02323
point,-6.20639,0.751688,1.03253
point,-6.2099,0.758176,1.02332
point,-6.2087,0.989674,1.94146
point,-6.65353,1.02095,2.09374
point,-6.29248,0.963397,1.43048
point,-6.79334,0.995877,1.55684
point,-1.30782,0.535085,-0.562756
point,-7.24264,0.941029,0.889587
point,-1.42608,0.533944,-0.618228
point,-4.91326,0.854088,0.604894
point,-1.55341,0.533078,-0.678498
point,-2.06752,0.521971,-0.946704
point,-2.10112,0.521111,-0.962156
point,-4.32917,0.829271,0.0242485
point,-4.61073,0.849296,0.0281267
point,-5.0248,0.907219,0.234319
point,-1.54505,0.586254,-0.60671
point,-4.23422,0.798158,-0.572379
point,-4.23934,0.802685,-0.579374
point,-4.49617,0.815263,-0.607874
point,-4.55138,1.00485,0.325372
point,-4.19936,0.751572,-0.955806
point,-4.27248,0.827857,-0.604666
point,-4.28146,0.833659,-0.606795
point,-4.3254,0.850535,-0.56392
point,-4.18756,0.776115,-0.976097
point,-4.90281,0.976707,-0.192848
point,-4.19229,0.780563,-0.983389
point,-5.17923,1.10225,0.357483
point,-6.4607,1.33795,0.865552
point,-6.92751,1.39564,0.938105
point,-6.49303,1.52412,1.90477
point,-6.47384,1.34741,0.865644
point,-6.90709,1.59572,2.03595
point,-6.7977,1.58241,1.99645
point,-6.90057,1.50637,1.38394
point,-1.58028,-0.186985,-0.154934
point,-1.59199,-0.19151,-0.156498
point,-1.58746,-0.188372,-0.153855
point,-7.66711,-2.82142,3.23919
point,-8.10622,-3.02946,3.43754
point,-8.07861,-3.00647,3.41069
point,-8.7639,-3.32143,3.71429
point,-0.662016,0.338527,-0.225467
point,-14.5882,-6.08165,4.59633
point,-10.976,-4.3879,3.43806
point,-4.77551,-1.51422,1.08098
point,-12.3459,-4.82195,3.33965
point,-12.4118,-4.84771,3.37582
point,-15.1269,-5.76152,5.09102
point,-9.51041,-3.34892,3.17035
point,-13.697,-5.12951,4.16219
point,-13.7561,-5.15057,4.2003
point,-13.6638,-5.09395,4.14682
point,-9.6221,-3.38002,2.91483
point,-24.8735,-9.71273,7.13623
point,-9.70667,-3.13333,3.79478
point,-16.2851,-5.73573,6.43782
point,-6.96202,-2.04119,2.69552
point,-1.97819,-0.244157,-0.1806
point,-2.24351,-0.372831,-0.205754
point,-11.7539,-4.20185,3.02346
point,-1.05713,0.201331,-0.179751
point,-5.83956,-1.49629,2.50738
point,-1.10999,0.175878,-0.189284
point,-8.54949,-2.64549,2.98078
point,-15.6964,-5.35646,6.04645
point,-3.84495,-0.740917,1.61717
point,-8.96775,-2.80007,3.14148
point,-4.35539,-1.166,0.570539
point,-6.28955,-1.99731,0.840232
point,-2.66579,-0.518275,-0.150279
point,-2.66766,-0.518361,-0.146626
point,-2.55086,-0.461278,-0.146303
point,-2.54957,-0.459932,-0.142653
point,-6.49614,-2.04233,0.879524
point,-10.4033,-3.3417,2.74924
point,-23.25,-8.32573,6.21844
point,-1.15937,0.138778,-0.404611
point,-0.681948,0.392061,-0.207999
point,-3.62621,-0.758057,0.380613
point,-3.63494,-0.760539,0.386706
point,-1.1657,0.190016,-0.251193
point,-1.2259,0.163466,-0.265997
point,-1.15481,0.170554,-0.390356
point,-4.82957,-1.09124,0.476401
point,-8.94896,-2.33525,2.0747
point,-1.02543,0.272178,-0.323461
point,-3.07103,-0.277848,-0.0754729
point,-3.5507,-0.427233,-0.0863697
point,-3.61479,-0.446972,-0.0852303
point,-1.85296,0.0239762,-0.527253
point,-6.40942,-0.978469,1.38871
point,-5.94686,-0.857608,1.28863
point,-6.45399,-0.822335,1.89745
point,-7.08249,-1.11798,1.26031
point,-8.10856,-1.37783,1.45544
point,-7.56675,-1.01804,2.29713
point,-6.65528,-0.735238,1.98275
point,-5.30027,-0.522793,1.08892
point,-4.6861,-0.456611,0.448259
point,-6.51274,-0.74871,1.37634
point,-11.631,28.0331,28.7525
point,-6.00472,-0.683244,0.672117
point,-3.71721,-0.313684,-0.423001
point,-3.94438,-0.374238,-0.446624
point,-5.5503,-0.441743,1.13488
point,-6.63335,-0.656447,1.35651
point,-5.5625,-0.436384,1.1357
point,-5.77669,-0.382774,1.64986
point,-6.76391,-0.561778,1.94816
point,-6.79385,-0.654833,1.46048
point,-17.4417,-3.82725,-1.99485
point,-6.79671,-0.493572,1.9299
point,-2.80264,-0.0491597,-0.52102
point,-6.80266,-0.485108,1.9293
point,-1.1521,0.349331,-0.447423
point,-2.74261,-0.0292441,-0.508062
point,-1.19305,0.339521,-0.466108
point,-6.83828,-0.407393,1.90932
point,-7.93151,-0.577812,2.23069
point,-4.96116,-0.267204,0.483452
point,-5.28198,-0.327174,0.52044
point,-4.64828,-0.16688,0.524288
point,-5.14584,-0.255716,0.58773
point,-5.16486,-0.256218,0.585716
point,-5.99357,-0.403931,0.689506
point,-5.39914,-0.175118,1.06709
point,-5.95068,-0.260142,1.18543
point,-6.11523,-0.195545,1.68457
point,-6.05815,-0.273451,1.20267
point,-7.03192,-0.423335,1.4091
point,-5.57212,-0.259973,0.596398
point,-5.58276,-0.260272,0.605198
point,-5.23192,-0.195465,0.559902
point,-5.59669,-0.254822,0.605151
point,-6.15157,-0.1212,1.64943
point,-6.1646,-0.121262,1.66131
point,-6.15896,-0.11373,1.64942
point,-6.80594,-0.19404,1.83411
point,-5.06397,0.049811,1.01416
point,-5.956,0.0523618,1.55408
point,-6.97613,-0.0460703,1.82999
point,-5.51685,0.102511,1.38356
point,-4.25813,0.0879025,0.272127
point,-6.21033,0.0373317,1.56423
point,-4.8736,0.00841351,0.314518
point,-6.90441,-0.0269418,1.74482
point,-3.50609,0.129563,-0.233402
point,-0.984779,0.480928,-0.336722
point,-3.53456,0.139592,-0.237813
point,-5.57518,0.168705,1.36576
point,-5.58559,0.169211,1.37581
point,-6.25107,0.114328,1.53767
point,-6.26362,0.114834,1.5492
point,-5.67719,0.180336,1.4576
point,-5.7764,0.0969309,0.597429
point,-5.90336,0.302174,1.56484
point,-5.72276,0.232472,1.04823
point,-5.73622,0.30905,1.37716
point,-5.74659,0.309868,1.38733
point,-5.48784,0.321811,1.10374
point,-5.9531,0.295009,1.20572
point,-6.4819,0.313577,1.60583
point,-7.28948,0.273161,1.81837
point,-2.69923,0.556842,0.659696
point,-6.08593,0.458029,1.60698
point,-4.88784,0.36568,0.323225
point,-4.98524,0.420463,0.324527
point,-5.67369,0.393338,0.372141
point,-5.6824,0.39436,0.380319
point,-5.28731,0.416709,0.340045
point,-5.68423,0.400378,0.371322
point,-5.69295,0.401413,0.37951
point,-0.727479,0.574683,-0.282834
point,-4.81336,0.581787,0.736334
point,-5.37414,0.578756,0.826344
point,-5.8927,0.516425,0.408641
point,-4.52837,0.537278,0.167286
point,-4.53384,0.538254,0.173483
point,-4.06877,0.713762,1.06367
point,-4.34819,0.54751,0.161499
point,-4.54281,0.543948,0.172671
point,-5.32367,0.57071,0.459825
point,-5.14141,0.587327,0.520746
point,-5.73733,0.579185,0.593295
point,-6.10838,0.748818,1.5524
point,-5.73582,0.585269,0.583946
point,-4.97711,0.588659,0.319661
point,-4.98458,0.589791,0.326737
point,-5.52461,0.58689,0.356905
point,-5.61614,0.782479,1.24818
point,-6.00697,0.793774,1.34289
point,-5.62268,0.789833,1.24794
point,-6.01532,0.801696,1.34295
point,-5.63153,0.73629,0.915534
point,-5.63981,0.73779,0.924296
point,-5.25744,0.73672,0.853569
point,-5.64799,0.745188,0.92402
point,-5.82075,0.93328,1.83513
point,-3.84876,0.641174,0.0640497
point,-5.37011,0.791604,0.92599
point,-5.77181,0.804386,1.00254
point,-5.04157,0.677163,0.25744
point,-5.82683,0.967597,1.81243
point,-1.87502,0.495845,-0.854723
point,-2.17512,0.47321,-1.00018
point,-2.94751,0.419424,-1.37653
point,-4.26009,0.68407,0.0411846
point,-5.79695,0.936916,1.30812
point,-5.80561,0.938741,1.31764
point,-6.22256,0.966931,1.40242
point,-2.84047,0.743244,0.319964
point,-5.68889,0.890013,0.766909
point,-4.62209,0.872864,0.759973
point,-5.03054,0.897896,0.830401
point,-1.41591,0.693293,0.142583
point,-5.03698,0.904582,0.830038
point,-1.83765,0.578541,-0.729881
point,-1.78027,0.581791,-0.703875
