type,x,y,z
point,-0.978668,0.500665,0.318721
point,-0.53798,0.273896,-0.213903
point,-0.571516,0.288781,-0.230241
point,-0.738215,0.362846,-0.309393
point,-0.949893,0.458141,-0.41097
point,-0.851812,0.415172,-0.363251
point,-0.760624,0.375207,-0.318982
point,-0.893883,0.434328,-0.383695
point,-0.56486,0.35307,0.039779
point,-0.565706,0.357859,0.0434633
point,-0.367094,0.24474,0.00355017
point,-0.367092,0.244819,0.00402007
point,-0.366512,0.244981,0.00371821
point,-0.423513,0.253939,-0.141003
point,-0.428514,0.257195,-0.143103
point,-0.395809,0.268289,-0.00839404
point,-0.366461,0.26048,0.00437557
point,-0.516388,0.320174,-0.207846
point,-0.524665,0.324861,-0.21157
point,-0.611318,0.44335,0.102771
point,-0.611216,0.444386,0.102711
point,-0.365133,0.268849,-0.00724165
point,-0.36513,0.268932,-0.00675583
point,-0.378727,0.278432,-0.00746903
point,-0.723864,0.557685,0.205498
point,-0.794569,0.665726,0.370761
point,-0.802979,0.672787,0.375713
point,-0.885574,0.74173,0.417124
point,-0.900728,0.754389,0.425599
point,-0.781836,0.644361,0.268491
point,-0.712734,0.599143,0.241559
point,-0.871042,0.74757,0.407253
point,-0.871181,0.74796,0.408815
point,-0.772642,0.650727,0.261907
point,-0.785098,0.661179,0.267141
point,-0.876985,0.738331,0.301027
point,-0.338535,0.298238,-0.00809108
point,-0.339275,0.298919,-0.00789466
point,-0.349883,0.308308,-0.00880984
point,-0.350733,0.309087,-0.00860946
point,-0.337974,0.420133,0.0474339
point,-0.347696,0.433484,0.0486272
point,-0.632416,0.279532,0.106638
point,-0.696602,0.302649,0.11819
point,-0.630032,0.279411,0.105336
point,-0.694176,0.302595,0.116779
point,-0.697817,0.304056,0.118345
point,-0.695359,0.30399,0.116926
point,-0.61886,0.276566,0.100025
point,-0.619616,0.277695,0.100098
point,-1.03963,0.541503,0.463038
point,-0.958974,0.492328,0.313529
point,-0.851863,0.443039,0.276448
point,-0.944479,0.486337,0.308607
point,-0.640784,0.349842,0.0621257
point,-0.560446,0.312028,0.0542115
point,-0.636124,0.34813,0.0616445
point,-0.642705,0.357896,0.0625759
point,-0.262124,0.176004,-0.00685898
point,-0.335517,0.22673,0.00470263
point,-0.33574,0.227284,0.00418928
point,-0.35492,0.246485,0.0159501
point,-0.366042,0.26367,0.0088041
point,-0.367074,0.264909,0.00873059
point,-0.367928,0.26553,0.00924023
point,-0.776186,0.617017,0.381925
point,-0.262217,0.196771,-0.0898881
point,-0.755744,0.637386,0.350909
point,-0.815626,0.686091,0.381197
point,-0.700041,0.580934,0.237512
point,-0.761328,0.629686,0.260183
point,-0.833725,0.687279,0.286979
point,-0.759803,0.629266,0.259652
point,-0.741529,0.623732,0.252111
point,-0.804752,0.674949,0.275491
point,-0.785892,0.67702,0.363792
point,-0.78637,0.677663,0.365369
point,-0.737361,0.624762,0.249514
point,-0.800068,0.67597,0.272604
point,-0.746916,0.633335,0.252946
point,-0.817065,0.690688,0.278714
point,-0.629356,0.593812,0.136171
point,-1.12621,0.570189,0.369378
point,-1.13326,0.574428,0.371642
point,-0.576424,0.317822,0.0569503
point,-0.627171,0.341743,0.0614788
point,-0.622896,0.340609,0.0600939
point,-0.6609,0.358164,0.0641275
point,-0.58469,0.327657,0.0578918
point,-0.440813,0.259484,0.0189684
point,-0.4461,0.262146,0.0197065
point,-0.44253,0.261041,0.0188989
point,-0.477555,0.277756,0.0201518
point,-0.545755,0.321489,0.0492926
point,-0.54659,0.322835,0.0492534
point,-0.569203,0.334788,0.0507673
point,-0.383536,0.246596,0.0112372
point,-0.399435,0.255284,0.0111119
point,-0.543861,0.344185,0.0424018
point,-0.339246,0.228441,0.00507232
point,-0.352434,0.235883,0.00469669
point,-0.405655,0.28818,0.00867701
point,-0.437429,0.307379,0.00868097
point,-0.407285,0.289898,0.00856095
point,-0.410552,0.291982,0.00916019
point,-0.442676,0.311463,0.00920944
point,-0.738903,0.569153,0.20876
point,-0.740734,0.570678,0.2105
point,-0.444846,0.346339,0.0112998
point,-0.4169,0.326107,-0.00173228
point,-0.688638,0.574242,0.235391
point,-0.698475,0.582624,0.238677
point,-0.71929,0.623421,0.332727
point,-0.746753,0.645856,0.346018
point,-0.725453,0.629223,0.33559
point,-0.75425,0.652774,0.349503
point,-0.678582,0.578694,0.22857
point,-0.67984,0.579903,0.230153
point,-0.687583,0.586594,0.231529
point,-0.706836,0.602768,0.2385
point,-0.553697,0.486026,0.0994434
point,-0.578713,0.506315,0.104039
point,-0.636534,0.564922,0.187119
point,-0.664488,0.588143,0.195657
point,-0.562911,0.494084,0.100909
point,-0.590175,0.516219,0.10588
point,-0.636017,0.565875,0.186951
point,-0.663923,0.589121,0.195475
point,-0.393101,0.344004,-0.0112812
point,-0.419097,0.36419,-0.0126187
point,-0.413509,0.36332,-0.0148671
point,-0.43885,0.383233,-0.0162912
point,-0.420901,0.369566,-0.0154598
point,-0.449164,0.391799,-0.0170876
point,-0.478071,0.425981,0.00439851
point,-0.488468,0.43545,0.00998855
point,-0.489941,0.436797,0.0108088
point,-0.490849,0.438584,0.0106784
point,-0.501126,0.44751,0.0105624
kf,-0.126474,0.0905149,0.00284291
kf,-0.0847106,0.0730109,0.00791342
kf,-0.0746153,0.0790902,0.00662751
kf,-0.0501202,0.0707976,0.0101213
kf,0.00376678,0.0452215,0.0162285
