type,x,y,z
point,-3.88072,1.14831,0.504001
point,-8.5385,2.04947,-0.253802
point,-9.1433,2.2062,-0.201545
point,-5.61387,1.65419,0.7555
point,-3.48408,1.12109,0.445725
point,-3.23033,1.05916,0.406073
point,-1.69822,0.674489,0.182774
point,-4.89645,1.56359,0.724963
point,-5.66621,1.7824,0.683348
point,-5.62577,1.77256,0.6853
point,-5.34245,1.70305,0.695766
point,-5.30198,1.69305,0.69681
point,-2.81783,1.00839,0.309073
point,-2.76406,0.994233,0.305304
point,-2.39703,0.897055,0.276059
point,-2.34595,0.883451,0.271492
point,-12.2729,3.76956,-0.73064
point,-12.3204,3.79989,-0.736335
point,-12.2274,3.7756,-0.714033
point,-4.93865,1.66563,-0.285767
point,-3.26276,1.3136,0.405414
point,-3.20432,1.29778,0.396306
point,-3.41545,-0.00906385,0.302734
point,-3.48192,-0.0150055,0.310256
point,-3.37597,0.226898,0.912049
point,-3.42158,0.233377,0.93834
point,-3.41579,0.311546,0.880536
point,-3.51114,0.350757,0.91441
point,-3.49512,0.29569,0.330569
point,-3.49466,0.299985,0.329772
point,-3.4972,0.300691,0.334371
point,-3.43943,0.39372,0.630807
point,-3.44114,0.394474,0.635383
point,-3.4387,0.39791,0.629922
point,-3.48238,0.39718,0.644435
point,-3.44588,0.486536,1.01471
point,-3.43942,0.486084,0.986744
point,-3.33678,0.481851,0.953296
point,-3.44457,0.490676,1.01354
point,-3.34165,0.486282,0.979137
point,-3.40188,0.376941,0.332968
point,-3.56536,0.380124,0.351582
point,-3.45574,0.379503,0.339571
point,-3.50456,0.38209,0.34551
point,-3.38267,0.403075,0.395951
point,-3.51413,0.413977,0.465368
point,-3.40306,0.395667,0.231458
point,-3.40311,0.399831,0.230743
point,-3.50453,0.420813,0.338821
point,-3.30178,0.511,0.833597
point,-3.30084,0.514951,0.832622
point,-3.32695,0.515109,0.845036
point,-3.32521,0.51835,0.839796
point,-3.24992,0.602558,1.11656
point,-3.62491,0.512587,0.336459
point,-3.4984,0.571013,0.618278
point,-3.49958,0.571838,0.622806
point,-3.43927,0.616389,0.891533
point,-3.32972,0.607095,0.859164
point,-3.32836,0.610322,0.85403
point,-3.32881,0.611059,0.85819
point,-3.41064,0.661822,0.899866
point,-3.41112,0.662586,0.904148
point,-3.30636,0.652,0.872514
point,-3.38812,0.56752,0.274818
point,-3.16399,0.595009,0.503637
point,-3.50105,0.636479,0.638444
point,-2.9585,0.575738,0.44951
point,-3.63506,0.636281,0.585854
point,-3.52271,0.645835,0.182044
point,-3.52856,0.677387,-0.367963
point,-3.58679,0.685738,-0.374333
point,-3.40903,0.842875,0.570165
point,-3.40912,0.843601,0.574333
point,-3.40876,0.847002,0.569393
point,-3.5353,0.702091,-0.386385
point,-3.28153,0.870153,0.765779
point,-3.28127,0.870784,0.769661
point,-3.59497,0.711063,-0.393245
point,-3.28142,0.872131,0.765406
point,-3.28099,0.87273,0.769239
point,-3.5315,0.68002,-0.709893
point,-3.53491,0.684767,-0.711389
point,-3.40862,0.671572,-0.682427
point,-3.24462,0.595102,-1.05177
point,-3.50651,0.859672,0.0880045
point,-3.47787,0.8578,0.0906267
point,-2.52735,0.531646,-0.966098
point,-3.25271,0.980669,0.733692
point,-3.25743,0.98371,0.734664
point,-3.05607,1.00067,0.932017
point,-3.08478,1.00758,0.829386
point,-3.17333,1.03497,0.891108
point,-3.28401,0.986296,0.431902
point,-3.15939,0.960801,0.412327
point,-3.18841,1.04056,0.836996
point,-3.18054,1.04248,0.857332
point,-3.41081,1.01617,0.412447
point,-3.4104,1.01678,0.416546
point,-3.27286,0.719303,-1.24855
point,-3.40872,1.03106,0.426599
point,-3.4014,1.03149,0.425052
point,-3.4007,1.03203,0.429086
point,-3.40221,1.04624,0.409863
point,-3.39063,1.06856,0.454798
point,-3.4041,1.09054,0.428261
point,-3.40457,1.09413,0.423467
point,-3.40383,1.09465,0.427501
point,-3.39357,1.09347,0.421337
point,-3.39261,1.09393,0.425321
point,-3.50378,1.18337,0.492254
point,-3.3923,1.15896,0.380005
point,-3.38273,1.16191,0.411606
point,-3.38149,1.16227,0.415534
point,-3.36695,1.15412,0.37594
point,-3.35574,1.15657,0.407002
point,-3.3808,1.16622,0.414712
point,-3.00268,1.14379,0.808448
point,-2.96836,1.13499,0.796658
point,-3.4311,1.17149,0.255768
point,-3.42246,1.17124,0.254501
point,-3.42255,1.2912,0.130211
point,-3.22562,1.30139,0.391656
point,-3.16054,1.28118,0.380985
kf,-0.457703,0.378573,-0.0954842
