type,x,y,z
point,-0.983861,-0.0198453,0.332217
point,-0.977174,-0.0287647,0.121978
point,-1.00583,-0.0226687,0.338356
point,-1.00619,-0.022658,0.339881
point,-0.996814,-0.030161,0.135012
point,-0.980342,-0.0273878,0.133371
point,-0.971171,-0.00841204,0.32547
point,-0.988999,-0.0109591,0.333638
point,-0.261146,0.107591,-0.0625519
point,-0.992434,-0.0108591,0.332714
point,-1.01165,-0.0135959,0.341405
point,-0.99743,-0.00909384,0.269495
point,-0.99815,-0.00779707,0.269641
point,-1.01776,-0.00179317,0.34021
point,-0.999359,0.000726001,0.334628
point,-1.01851,-0.000466168,0.340413
point,-1.00012,0.00202591,0.334837
point,-0.89955,0.0102035,-0.0242229
point,-0.900024,0.0114104,-0.0242885
point,-0.906733,0.00988445,-0.0237577
point,-0.920099,0.00930423,-0.0247383
point,-1.02733,0.01565,0.342793
point,-1.00905,0.017818,0.337274
point,-1.02804,0.0170088,0.342986
point,-1.00978,0.0191498,0.337471
point,-1.0064,0.0158617,0.152187
point,-1.00674,0.0158871,0.153658
point,-1.00704,0.0172054,0.152231
point,-1.00738,0.0172312,0.153702
point,-0.428314,0.0953917,-0.0972875
point,-1.03757,0.034915,0.346989
point,-0.926123,0.031519,-0.037729
point,-0.913543,0.0329596,-0.0366402
point,-1.03785,0.0362774,0.345587
point,-1.01974,0.0380436,0.340146
point,-1.04313,0.0351555,0.34958
point,-0.519141,0.0923004,-0.114536
point,-0.52625,0.0920922,-0.116056
point,-1.02778,0.0559159,0.339335
point,-1.02818,0.0559516,0.340902
point,-1.0521,0.0547864,0.34749
point,-1.03177,0.0563786,0.341362
point,-0.457773,0.104964,-0.0983325
point,-0.683159,0.0873028,-0.145667
point,-0.69486,0.0870066,-0.147604
point,-0.896881,0.0733531,-0.183961
point,-1.04162,0.0925491,0.333885
point,-1.04203,0.092598,0.335476
point,-1.0422,0.0939926,0.334023
point,-1.0674,0.0923215,0.343777
point,-0.686547,0.103057,-0.139244
point,-0.995063,0.098711,0.257838
point,-0.919787,0.0822737,-0.18903
point,-0.99875,0.0813998,-0.203578
point,-1.03759,0.106559,0.13426
point,-1.03798,0.106613,0.135778
point,-1.04113,0.107051,0.147958
point,-1.06377,0.106601,0.137766
point,-1.06417,0.106657,0.139323
point,-1.0416,0.108513,0.147968
point,-0.864049,0.123904,0.350902
point,-0.875642,0.124372,0.355677
point,-1.09741,0.118978,0.353393
point,-1.07875,0.119291,0.348018
point,-1.05617,0.120818,0.350905
point,-1.10598,0.119681,0.35694
point,-1.10122,0.120954,0.365364
point,-1.08246,0.121234,0.359778
point,-1.08292,0.121295,0.361444
point,-1.0776,0.12519,0.428785
point,-1.05874,0.125401,0.421888
point,-1.11712,0.125436,0.458783
point,-1.10021,0.125623,0.452491
point,-1.0946,0.144768,0.375294
point,-1.09506,0.14484,0.376988
point,-1.06844,0.146471,0.341397
point,-1.08877,0.148255,0.348733
point,-1.09269,0.154739,0.355906
point,-1.09316,0.154814,0.357591
point,-1.09274,0.156215,0.354337
point,-1.0932,0.156291,0.35602
point,-1.09367,0.156367,0.357706
point,-1.09933,0.157284,0.378038
point,-1.04621,0.14144,-0.185163
point,-1.13242,0.182264,0.377643
point,-1.11853,0.199554,0.309469
point,-1.10877,0.210905,0.420572
point,-1.11145,0.22051,0.421274
point,-1.12252,0.225575,0.242437
point,-1.0333,0.216676,0.113136
point,-1.12283,0.227193,0.242445
point,-1.05983,0.219542,0.11616
point,-1.09804,0.225708,0.212901
point,-1.1133,0.230593,0.264502
point,-1.11379,0.230701,0.266189
point,-1.12889,0.233047,0.160591
point,-1.12917,0.234678,0.160569
point,-1.14654,0.256047,0.404745
point,-1.13204,0.249492,0.162014
point,-1.16361,0.25353,0.166665
point,-1.13705,0.272791,0.362405
point,-1.15092,0.273708,0.367732
point,-1.13165,0.271418,0.362249
point,-1.16917,0.277531,0.372797
point,-1.15122,0.275377,0.367771
point,-1.15177,0.27551,0.369564
point,-1.1266,0.270905,0.285314
point,-1.12712,0.271033,0.287034
point,-1.14461,0.274736,0.290728
point,-1.12738,0.272666,0.287042
point,-1.13576,0.277356,0.161468
point,-1.13385,0.285318,0.302661
point,-1.1655,0.288772,0.312957
point,-1.13923,0.281432,0.171522
point,-1.12194,0.279241,0.169615
point,-1.12596,0.28028,0.182983
point,-1.15375,0.29362,0.366325
point,-1.17567,0.303176,0.492673
point,-1.15465,0.3002,0.484533
point,-1.16488,0.305901,0.492022
point,-1.14669,0.303265,0.485022
point,-1.17844,0.308778,0.498614
point,-1.16065,0.311571,0.38099
point,-1.14191,0.308751,0.375523
point,-1.14162,0.310262,0.373765
point,-1.14217,0.310411,0.375551
point,-1.16656,0.332741,0.392072
point,-1.16714,0.332904,0.393906
point,-1.15903,0.32725,0.222145
point,-1.11176,0.320208,0.213582
point,-1.15209,0.334774,0.257101
point,-1.16764,0.422893,0.287115
point,-1.1504,0.418669,0.283585
point,-1.16761,0.424552,0.287043
point,-1.1504,0.420311,0.283524
point,-1.1815,0.434701,0.377805
point,-1.19924,0.440883,0.38268
point,-1.18151,0.436388,0.377748
point,-1.18213,0.43661,0.379612
point,-1.21586,0.446047,0.388888
point,-1.16862,0.455975,0.383439
point,-1.09168,0.428048,-0.0328155
point,-1.13551,0.440638,-0.0347589
point,-1.12101,0.436759,-0.0335873
point,-1.05547,0.417055,-0.147124
point,-1.08349,0.423847,-0.149301
point,-1.20167,0.486519,0.3937
point,-1.10304,0.453448,0.184711
point,-1.11792,0.4602,0.187975
point,-1.16016,0.492853,0.364489
point,-1.20533,0.507341,0.36957
point,-1.19409,0.504206,0.375308
point,-1.18271,0.50526,0.473876
point,-1.2423,0.519686,0.381072
point,-1.17468,0.499603,0.361583
point,-1.1753,0.499858,0.363436
point,-1.21775,0.517133,0.488085
point,-1.20898,0.511148,0.3723
point,-1.20964,0.511418,0.374213
point,-1.21884,0.528305,0.451324
point,-1.11504,0.496332,0.14718
point,-0.929045,0.428035,-0.301696
point,-0.932559,0.43689,-0.14308
point,-0.939391,0.454567,-0.28498
point,-0.689374,0.364446,-0.23024
point,-0.226345,0.208245,-0.0829289
