time,seconds_elapsed,z,y,x
1778599335037000000,0.0,5.945566177368164,0.16809579730033875,7.8113694190979
1778599335047774271,0.010774271,5.960521221160889,0.1746760457754135,7.836493968963623
1778599335058548594,0.021548594,5.9264235496521,0.1333998590707779,7.820342540740967
1778599335069322917,0.032322917,5.874379634857178,0.14297115802764893,7.844869136810303
1778599335080097240,0.04309724,5.8713884353637695,0.18424734473228455,7.785646915435791
1778599335090871562,0.053871562000000005,5.8713884353637695,0.18424734473228455,7.785646915435791
1778599335101645833,0.064645833,5.963512420654297,0.17347964644432068,7.858627796173096
1778599335112420104,0.075420104,5.915655612945557,0.16510476171970367,7.8317084312438965
1778599335123194427,0.086194427,5.904888153076172,0.14775680005550385,7.868797302246094
1778599335133968750,0.09696875,5.921638011932373,0.13459627330303192,7.893921852111816
1778599335144743073,0.10774307300000001,6.002993583679199,0.12203395366668701,7.857431411743164
1778599335155517292,0.11851729200000001,6.104090690612793,0.12801600992679596,7.8077802658081055
1778599335166291615,0.129291615,6.128018856048584,0.13280165195465088,7.790432453155518
1778599335177065937,0.140065937,6.111867427825928,0.12203395366668701,7.798209190368652
1778599335187840260,0.15084026,6.073582172393799,0.15074782073497772,7.849654674530029
1778599335198614479,0.161614479,5.993422508239746,0.15074782073497772,7.835297584533691
1778599335209388854,0.172388854,6.062216281890869,0.16510476171970367,7.840083599090576
1778599335220163229,0.183163229,6.062216281890869,0.16510476171970367,7.840083599090576
1778599335230937500,0.1939375,6.096313953399658,0.1585244983434677,7.810771465301514
1778599335241711771,0.20471177100000001,6.034100532531738,0.1459621787071228,7.840083599090576
1778599335252486094,0.21548609400000002,6.0125651359558105,0.16151553392410278,7.793423175811768
1778599335263260417,0.22626041700000002,6.043671607971191,0.13519448041915894,7.769495010375977
1778599335274034740,0.23703474000000002,6.041278839111328,0.13459627330303192,7.787441253662109
1778599335284809062,0.24780906200000002,6.026922225952148,0.19202402234077454,7.788637638092041
1778599335295583333,0.258583333,6.026922225952148,0.19202402234077454,7.788637638092041
1778599335306357604,0.26935760400000003,5.997011661529541,0.17587246000766754,7.782655715942383
1778599335317131927,0.280131927,5.963512420654297,0.16869398951530457,7.77607536315918
1778599335327906146,0.29090614600000003,6.020939826965332,0.1621137410402298,7.76470947265625
1778599335338680573,0.301680573,6.091528415679932,0.19262222945690155,7.737192153930664
1778599335349454896,0.31245489600000004,6.128018856048584,0.1782652884721756,7.730013370513916
1778599335360229167,0.32322916700000004,6.1465630531311035,0.18305093050003052,7.726424217224121
1778599335371003437,0.334003437,6.079564094543457,0.16031911969184875,7.793423175811768
1778599335381777760,0.34477776000000004,6.079564094543457,0.16031911969184875,7.793423175811768
1778599335392552083,0.355552083,6.091528415679932,0.12861421704292297,7.87777042388916
1778599335403326406,0.36632640600000005,6.091528415679932,0.13998012244701385,7.844270706176758
1778599335414100729,0.377100729,6.0849480628967285,0.15553347766399384,7.863413333892822
1778599335424875052,0.387875052,6.059225082397461,0.12801600992679596,7.856832981109619
1778599335435649375,0.39864937500000003,6.059225082397461,0.12801600992679596,7.856832981109619
1778599335446423646,0.40942364600000003,6.08195686340332,0.11126625537872314,7.8795647621154785
1778599335457197917,0.42019791700000003,6.031707763671875,0.10887342691421509,7.830512046813965
1778599335467972240,0.43097224,6.093921184539795,0.09152546525001526,7.802994728088379
1778599335478746562,0.441746562,6.1226348876953125,0.07776673883199692,7.774280548095703
1778599335489520885,0.45252088500000004,6.053243160247803,0.11126625537872314,7.798209190368652
1778599335500295208,0.463295208,5.960521221160889,0.15672987699508667,7.797012805938721
1778599335511069531,0.47406953100000004,6.036493301391602,0.15194423496723175,7.8526458740234375
1778599335521843854,0.484843854,6.13699197769165,0.10767702013254166,7.874779224395752
1778599335532618125,0.495618125,6.121438503265381,0.14715859293937683,7.87777042388916
1778599335543392396,0.5063923960000001,6.081358909606934,0.18783657252788544,7.8664045333862305
1778599335554166771,0.5171667710000001,5.959922790527344,0.137587308883667,7.806583881378174
1778599335564941042,0.527941042,5.959922790527344,0.137587308883667,7.806583881378174
1778599335575715365,0.5387153650000001,5.942574977874756,0.18125630915164948,7.800003528594971
1778599335586489687,0.549489687,6.041877269744873,0.14476576447486877,7.796414375305176
1778599335597264010,0.56026401,6.013163089752197,0.15672987699508667,7.819146156311035
1778599335608038333,0.5710383330000001,5.921638011932373,0.20518454909324646,7.787441253662109
1778599335618812656,0.581812656,5.897709846496582,0.2147558331489563,7.785646915435791
1778599335629586979,0.592586979,5.8953166007995605,0.2069791555404663,7.810771465301514
1778599335640361250,0.6033612500000001,5.883352756500244,0.20997019112110138,7.8424763679504395
1778599335651135521,0.614135521,5.921638011932373,0.2069791555404663,7.82692289352417
1778599335661909896,0.624909896,6.038288116455078,0.20338992774486542,7.768298625946045
1778599335672684271,0.635684271,6.115456581115723,0.1860419660806656,7.759923934936523
1778599335683458490,0.64645849,6.135795593261719,0.1782652884721756,7.7563347816467285
1778599335694232812,0.657232812,6.049654006958008,0.19680966436862946,7.794619560241699
1778599335705007135,0.6680071350000001,6.103492259979248,0.2273181527853012,7.777870178222656
1778599335715781458,0.678781458,6.138786315917969,0.17288143932819366,7.750352382659912
1778599335726555781,0.689555781,6.0879387855529785,0.20997019112110138,7.796414375305176
1778599335737330104,0.7003301040000001,6.0610198974609375,0.21595224738121033,7.8113694190979
1778599335748104375,0.711104375,6.029314994812012,0.16869398951530457,7.8041911125183105
1778599335758878750,0.72187875,5.971887111663818,0.18723836541175842,7.836493968963623
1778599335769653021,0.7326530210000001,5.958726406097412,0.1824527233839035,7.82692289352417
1778599335780427292,0.743427292,5.928217887878418,0.18723836541175842,7.820342540740967
1778599335791201615,0.754201615,5.928816318511963,0.20817556977272034,7.814360618591309
1778599335801975937,0.764975937,5.987440586090088,0.19381862878799438,7.802994728088379
1778599335812750260,0.77575026,5.987440586090088,0.19381862878799438,7.802994728088379
1778599335823524583,0.786524583,5.840879917144775,0.15553347766399384,7.813762187957764
1778599335834298906,0.7972989060000001,5.902495384216309,0.20039889216423035,7.904689788818359
1778599335845073229,0.808073229,5.819942951202393,0.19740787148475647,7.859225749969482
1778599335855847552,0.818847552,5.904289722442627,0.2189432680606842,7.844869136810303
1778599335866621875,0.8296218750000001,5.959922790527344,0.1950150430202484,7.863413333892822
1778599335877396146,0.840396146,5.982655048370361,0.18783657252788544,7.860422611236572
1778599335888170521,0.851170521,6.007779598236084,0.1860419660806656,7.828119277954102
1778599335898944792,0.8619447920000001,6.070590972900391,0.15732808411121368,7.791628837585449
1778599335909719062,0.872719062,6.150152206420898,0.1459621787071228,7.771289825439453
1778599335920493437,0.883493437,6.2105712890625,0.11605189740657806,7.817351341247559
1778599335931267708,0.8942677080000001,6.1088762283325195,0.14775680005550385,7.795217990875244
1778599335942042031,0.905042031,6.096313953399658,0.1621137410402298,7.801199913024902
1778599335952816354,0.915816354,6.095715522766113,0.18125630915164948,7.8317084312438965
1778599335963590677,0.9265906770000001,6.054439544677734,0.19740787148475647,7.854440212249756
